KH.100170058	KY.Chr1.1142
KH.108950312	KY.Chr6.643
KH.108950321	KY.Chr9.497
KH.108950322	KY.Chr9.492
KH.108950323	KY.Chr9.466
KH.108950328	KY.Chr1.704
KH.108950332	KY.Chr1.701
KH.108950336	KY.Chr1.713
KH.108950344	KY.Chr5.273
KH.108950345	KY.Chr5.285
KH.108950347	KY.UAContig1.26
KH.108950348	KY.Chr1.1263
KH.108950354	KY.Chr3.87
KH.108950362	KY.Chr14.63
KH.108950369	KY.Chr14.26
KH.108950370	KY.Chr14.27
KH.108950377	KY.Chr13.52
KH.108950381	KY.Chr3.332
KH.108950382	KY.Chr5.908
KH.108950383	KY.Chr7.8
KH.108950385	KY.Chr10.1372
KH.108950386	KY.Chr7.7
KH.108950392	KY.Chr3.404
KH.108950393	KY.Chr3.407
KH.108950425	KY.Chr10.2
KH.108950428	KY.Chr3.462
KH.108950431	KY.Chr1.2488
KH.108950437	KY.Chr3.1648
KH.108950439	KY.Chr1.2483
KH.108950443	KY.UAContig8.9
KH.108950445	KY.Chr11.450
KH.108950446	KY.Chr11.447
KH.108950450	KY.Chr1.773
KH.108950451	KY.Chr1.638
KH.108950457	KY.Chr10.1239
KH.108950458	KY.Chr10.1270
KH.108950460	KY.Chr10.1258
KH.108950462	KY.Chr10.1269
KH.108950492	KY.Chr2.2255
KH.108950505	KY.Chr4.1147
KH.108950523	KY.Chr1.676
KH.108950524	KY.Chr1.1438
KH.108950525	KY.Chr12.210
KH.108950526	KY.Chr3.1700
KH.108950529	KY.Chr1.2023
KH.108950530	KY.Chr7.9
KH.108950535	KY.Chr14.967
KH.108950537	KY.Chr14.311
KH.108950541	KY.Chr10.200
KH.108950548	KY.Chr10.116
KH.108950551	KY.Chr1.141
KH.108950552	KY.Chr11.746
KH.108950553	KY.UAContig2.79
KH.108950555	KY.Chr12.423
KH.108950565	KY.Chr5.2
KH.108950568	KY.Chr14.302
KH.108950570	KY.Chr10.254
KH.108950572	KY.Chr8.83
KH.108950573	KY.UAContig1.43
KH.108950574	KY.UAContig3.144
KH.108950576	KY.UAContig7.45
KH.108950578	KY.Chr14.369
KH.108950579	KY.Chr3.865
KH.108950582	KY.Chr1.684
KH.108950585	KY.Chr3.521
KH.108950586	KY.UAContig15.9
KH.108950592	KY.Chr10.1400
KH.108950593	KY.Chr8.52
KH.108950596	KY.Chr6.548
KH.108950597	KY.Chr1.42
KH.108950602	KY.Chr8.154
KH.108950606	KY.Chr1.153
KH.108950607	KY.UAContig15.6
KH.108950608	KY.UAContig15.7
KH.108950610	KY.UAContig6.42
KH.108950611	KY.UAContig6.47
KH.108950612	KY.Chr6.87
KH.108950613	KY.Chr13.192
KH.108950615	KY.UAContig2.59
KH.108950622	KY.Chr12.8
KH.108950626	KY.Chr10.1381
KH.108950630	KY.UAContig1.130
KH.108950631	KY.Chr1.1037
KH.108950633	KY.Chr2.1570
KH.108950634	KY.Chr1.1935
KH.108950639	KY.Chr13.162
KH.108950641	KY.Chr4.56
KH.108950643	KY.Chr4.1083
KH.108950644	KY.UAContig6.29
KH.108950646	KY.Chr12.124
KH.108950648	KY.Chr14.256
KH.108950649	KY.Chr12.1028
KH.108950650	KY.Chr12.1055
KH.108950654	KY.UAContig2.26
KH.108950655	KY.Chr13.16
KH.108950658	KY.UAContig3.81
KH.108950659	KY.Chr2.1575
KH.108950660	KY.Chr2.1570
KH.108950662	KY.Chr1.2219
KH.108950664	KY.Chr14.78
KH.108950669	KY.Chr2.2189
KH.108950670	KY.UAContig3.95
KH.108950674	KY.Chr5.699
KH.108950676	KY.Chr1.1421
KH.108950677	KY.Chr8.1252
KH.108950679	KY.Chr12.107
KH.108950680	KY.Chr14.428
KH.108950684	KY.Chr12.374
KH.108950685	KY.Chr6.670
KH.108950686	KY.Chr7.567
KH.108950709	KY.Chr10.1394
KH.108950710	KY.Chr10.1393
KH.108950715	KY.Chr10.198
KH.108950720	KY.Chr10.200
KH.108950743	KY.Chr8.1328
KH.108950744	KY.Chr14.93
KH.108950748	KY.Chr10.951
KH.108950749	KY.Chr8.1330
KH.108950750	KY.Chr6.670
KH.108950751	KY.Chr12.1055
KH.108950752	KY.Chr1.913
KH.108950755	KY.Chr10.1360
KH.108950758	KY.Chr11.1298
KH.108950762	KY.Chr12.106
KH.108950764	KY.Chr2.2254
KH.108950765	KY.Chr13.107
KH.108950767	KY.Chr10.224
KH.108950769	KY.Chr13.44
KH.108950770	KY.Chr14.1140
KH.108950773	KY.UAContig19.1
KH.108950775	KY.Chr2.1569
KH.108950778	KY.Chr3.987
KH.108950779	KY.Chr6.102
KH.108950780	KY.Chr10.12
KH.108950781	KY.Chr10.1077
KH.108950784	KY.Chr2.1575
KH.108950786	KY.Chr1.694
KH.108950792	KY.Chr11.1142
KH.108950794	KY.Chr3.470
KH.108950796	KY.Chr5.398
KH.108950800	KY.Chr6.503
KH.108950803	KY.Chr11.399
KH.108950806	KY.Chr9.1123
KH.108950807	KY.Chr7.910
KH.108950813	KY.Chr13.456
KH.108950815	KY.Chr2.530
KH.108950821	KY.Chr10.1415
KH.108950822	KY.Chr10.1329
KH.108950824	KY.Chr2.886
KH.108950835	KY.Chr6.596
KH.108950836	KY.Chr6.595
KH.108950838	KY.Chr10.12
KH.108950841	KY.Chr10.68
KH.108950842	KY.UAContig1.6
KH.108950843	KY.Chr8.160
KH.108950844	KY.Chr8.158
KH.108950845	KY.Chr8.233
KH.108950846	KY.Chr3.1721
KH.108950849	KY.Chr13.149
KH.108950853	KY.UAContig1.51
KH.108950856	KY.Chr5.997
KH.108950862	KY.Chr6.678
KH.108950864	KY.Chr2.1141
KH.108950865	KY.Chr13.200
KH.108950872	KY.Chr11.1364
KH.108950873	KY.Chr2.1281
KH.108950876	KY.Chr12.975
KH.108950877	KY.Chr13.206
KH.108950878	KY.Chr13.204
KH.108950884	KY.Chr2.1418
KH.108950886	KY.Chr2.1569
KH.108950889	KY.Chr2.17
KH.108950895	KY.Chr7.568
KH.108950918	KY.Chr2.2026
KH.108950919	KY.Chr11.47
KH.108950922	KY.Chr1.1147
KH.108950927	KY.Chr2.2128
KH.108950928	KY.Chr14.1117
KH.108950929	KY.Chr12.406
KH.108950931	KY.Chr7.576
KH.108950932	KY.Chr10.1352
KH.108950933	KY.Chr10.1352
KH.108950938	KY.Chr7.101
KH.108950943	KY.Chr5.19
KH.108950944	KY.Chr5.20
KH.108950945	KY.Chr14.1140
KH.108950946	KY.Chr6.547
KH.108950953	KY.Chr3.137
KH.108950956	KY.Chr1.1131
KH.108950961	KY.Chr12.332
KH.108950964	KY.UAContig4.17
KH.108950965	KY.UAContig4.16
KH.108950966	KY.UAContig4.16
KH.108950967	KY.UAContig4.16
KH.108950968	KY.UAContig4.16
KH.108950970	KY.Chr12.1055
KH.108950971	KY.Chr12.1055
KH.108950974	KY.Chr14.1113
KH.108950975	KY.Chr9.875
KH.108950981	KY.Chr11.863
KH.108950984	KY.UAContig4.40
KH.108950994	KY.UAContig3.25
KH.108951000	KY.Chr2.832
KH.108951006	KY.Chr2.210
KH.108951009	KY.Chr2.422
KH.108951011	KY.Chr1.895
KH.108951020	KY.Chr2.1063
KH.108951026	KY.Chr2.1279
KH.108951031	KY.Chr2.1154
KH.108951036	KY.Chr7.101
KH.108951040	KY.Chr2.503
KH.108951041	KY.Chr2.755
KH.108951045	KY.Chr1.2195
KH.108951046	KY.Chr1.2280
KH.108951050	KY.Chr2.1433
KH.108951052	KY.Chr2.1434
KH.108951059	KY.Chr2.2174
KH.108951066	KY.Chr2.206
KH.108951118	KY.Chr3.240
KH.108951119	KY.Chr3.266
KH.108951120	KY.Chr3.693
KH.108951122	KY.Chr3.827
KH.108951123	KY.Chr3.864
KH.108951126	KY.Chr3.1146
KH.108951127	KY.Chr3.1175
KH.108951128	KY.Chr3.1388
KH.108951131	KY.Chr3.788
KH.778551	KY.Chr5.30
KH.778625	KY.Chr1.1936
KH.778751	KY.Chr6.618
KH.C10.100	KY.Chr10.810
KH.C10.101	KY.Chr10.573
KH.C10.102	KY.Chr10.688
KH.C10.103	KY.Chr10.373
KH.C10.104	KY.Chr10.720
KH.C10.105	KY.Chr10.316
KH.C10.106	KY.Chr10.837
KH.C10.107	KY.Chr10.1100
KH.C10.108	KY.Chr10.714
KH.C10.109	KY.Chr10.953
KH.C10.10	KY.Chr10.284
KH.C10.111	KY.Chr10.920
KH.C10.112	KY.Chr10.79
KH.C10.113	KY.Chr10.606
KH.C10.114	KY.Chr10.206
KH.C10.115	KY.Chr10.1019
KH.C10.116	KY.Chr10.715
KH.C10.117	KY.Chr10.945
KH.C10.118	KY.Chr10.91
KH.C10.119	KY.Chr10.942
KH.C10.11	KY.Chr10.211
KH.C10.120	KY.Chr10.1169
KH.C10.121	KY.Chr10.1037
KH.C10.122	KY.Chr10.609
KH.C10.123	KY.Chr10.730
KH.C10.124	KY.Chr10.691
KH.C10.125	KY.Chr10.838
KH.C10.126	KY.Chr10.965
KH.C10.127	KY.Chr10.1125
KH.C10.128	KY.Chr10.239
KH.C10.129	KY.Chr10.578
KH.C10.12	KY.Chr10.722
KH.C10.130	KY.Chr10.308
KH.C10.131	KY.Chr10.305
KH.C10.132	KY.Chr10.266
KH.C10.133	KY.Chr10.1025
KH.C10.134	KY.Chr10.743
KH.C10.135	KY.Chr10.931
KH.C10.136	KY.Chr10.867
KH.C10.137	KY.Chr10.1108
KH.C10.138	KY.Chr10.1163
KH.C10.139	KY.Chr10.240
KH.C10.13	KY.Chr10.933
KH.C10.140	KY.Chr10.718
KH.C10.141	KY.Chr10.877
KH.C10.142	KY.Chr10.1001
KH.C10.143	KY.Chr10.969
KH.C10.144	KY.Chr10.89
KH.C10.145	KY.Chr10.171
KH.C10.146	KY.Chr10.99
KH.C10.147	KY.Chr10.814
KH.C10.148	KY.Chr10.1096
KH.C10.149	KY.Chr10.1069
KH.C10.14	KY.Chr10.251
KH.C10.150	KY.Chr10.303
KH.C10.151	KY.Chr10.1083
KH.C10.152	KY.Chr10.680
KH.C10.153	KY.Chr10.1161
KH.C10.154	KY.Chr10.968
KH.C10.155	KY.Chr10.1117
KH.C10.157	KY.Chr10.908
KH.C10.158	KY.Chr10.913
KH.C10.159	KY.Chr10.995
KH.C10.15	KY.Chr10.1052
KH.C10.161	KY.Chr10.90
KH.C10.162	KY.Chr10.310
KH.C10.163	KY.Chr10.222
KH.C10.164	KY.Chr10.830
KH.C10.165	KY.Chr10.947
KH.C10.166	KY.Chr10.824
KH.C10.168	KY.Chr10.1048
KH.C10.169	KY.Chr10.994
KH.C10.16	KY.Chr10.609
KH.C10.170	KY.Chr10.596
KH.C10.171	KY.Chr10.1151
KH.C10.172	KY.Chr10.1074
KH.C10.173	KY.Chr10.208
KH.C10.174	KY.Chr10.902
KH.C10.175	KY.Chr10.991
KH.C10.176	KY.Chr10.594
KH.C10.177	KY.Chr10.732
KH.C10.178	KY.Chr10.181
KH.C10.179	KY.Chr10.1023
KH.C10.17	KY.Chr10.263
KH.C10.180	KY.Chr10.96
KH.C10.181	KY.Chr10.94
KH.C10.182	KY.Chr10.721
KH.C10.183	KY.Chr10.988
KH.C10.184	KY.Chr10.844
KH.C10.185	KY.Chr10.759
KH.C10.186	KY.Chr10.808
KH.C10.187	KY.Chr10.686
KH.C10.188	KY.Chr10.864
KH.C10.18	KY.Chr10.974
KH.C10.190	KY.Chr10.976
KH.C10.191	KY.Chr10.666
KH.C10.192	KY.Chr10.245
KH.C10.193	KY.Chr10.314
KH.C10.194	KY.Chr10.1164
KH.C10.195	KY.Chr10.1085
KH.C10.196	KY.Chr10.269
KH.C10.197	KY.Chr10.693
KH.C10.198	KY.Chr10.1051
KH.C10.199	KY.Chr10.985
KH.C10.19	KY.Chr10.766
KH.C10.1	KY.Chr10.861
KH.C10.200	KY.Chr10.1101
KH.C10.201	KY.Chr10.1135
KH.C10.202	KY.Chr10.186
KH.C10.203	KY.Chr10.825
KH.C10.204	KY.Chr10.285
KH.C10.205	KY.Chr10.924
KH.C10.206	KY.Chr10.1121
KH.C10.207	KY.Chr10.581
KH.C10.208	KY.Chr10.748
KH.C10.209	KY.Chr10.1003
KH.C10.20	KY.Chr10.905
KH.C10.210	KY.Chr10.245
KH.C10.211	KY.Chr10.1055
KH.C10.212	KY.Chr10.273
KH.C10.213	KY.Chr10.277
KH.C10.214	KY.Chr10.1189
KH.C10.215	KY.Chr10.173
KH.C10.216	KY.Chr10.282
KH.C10.217	KY.Chr10.253
KH.C10.218	KY.Chr10.257
KH.C10.219	KY.Chr10.987
KH.C10.21	KY.Chr10.695
KH.C10.220	KY.Chr10.848
KH.C10.221	KY.Chr10.1137
KH.C10.222	KY.Chr10.870
KH.C10.223	KY.Chr10.744
KH.C10.224	KY.Chr10.1134
KH.C10.225	KY.Chr10.761
KH.C10.226	KY.Chr10.1166
KH.C10.227	KY.Chr10.755
KH.C10.228	KY.Chr10.1010
KH.C10.229	KY.Chr10.1029
KH.C10.22	KY.Chr10.806
KH.C10.230	KY.Chr10.790
KH.C10.231	KY.Chr10.786
KH.C10.232	KY.Chr10.236
KH.C10.233	KY.Chr10.762
KH.C10.234	KY.Chr10.1149
KH.C10.235	KY.Chr10.1000
KH.C10.236	KY.Chr10.1009
KH.C10.237	KY.Chr10.944
KH.C10.238	KY.Chr10.878
KH.C10.239	KY.Chr10.285
KH.C10.23	KY.Chr10.1116
KH.C10.240	KY.Chr10.590
KH.C10.241	KY.Chr10.847
KH.C10.242	KY.Chr10.1050
KH.C10.243	KY.Chr10.1075
KH.C10.244	KY.Chr10.1006
KH.C10.245	KY.Chr10.733
KH.C10.246	KY.Chr10.992
KH.C10.247	KY.Chr10.264
KH.C10.248	KY.Chr10.687
KH.C10.249	KY.Chr10.698
KH.C10.24	KY.Chr10.906
KH.C10.250	KY.Chr10.961
KH.C10.251	KY.Chr10.610
KH.C10.252	KY.Chr10.572
KH.C10.253	KY.Chr10.840
KH.C10.254	KY.Chr10.871
KH.C10.255	KY.Chr10.860
KH.C10.256	KY.Chr10.187
KH.C10.257	KY.Chr10.1162
KH.C10.258	KY.Chr10.1190
KH.C10.259	KY.Chr10.778
KH.C10.25	KY.Chr10.970
KH.C10.260	KY.Chr10.163
KH.C10.261	KY.Chr10.244
KH.C10.262	KY.Chr10.815
KH.C10.263	KY.Chr10.668
KH.C10.264	KY.Chr10.1106
KH.C10.265	KY.Chr10.155
KH.C10.266	KY.Chr10.873
KH.C10.267	KY.Chr10.1099
KH.C10.268	KY.Chr10.674
KH.C10.269	KY.Chr10.173
KH.C10.26	KY.Chr10.88
KH.C10.270	KY.Chr10.783
KH.C10.271	KY.Chr10.590
KH.C10.272	KY.Chr10.1139
KH.C10.273	KY.Chr10.980
KH.C10.274	KY.Chr10.1119
KH.C10.275	KY.Chr10.1151
KH.C10.276	KY.Chr10.1044
KH.C10.277	KY.Chr10.1120
KH.C10.278	KY.Chr10.968
KH.C10.279	KY.Chr10.783
KH.C10.27	KY.Chr10.936
KH.C10.280	KY.Chr10.1147
KH.C10.281	KY.Chr10.915
KH.C10.282	KY.Chr10.909
KH.C10.283	KY.Chr10.1155
KH.C10.284	KY.Chr10.587
KH.C10.285	KY.Chr10.185
KH.C10.286	KY.Chr10.737
KH.C10.287	KY.Chr10.1058
KH.C10.288	KY.Chr10.156
KH.C10.289	KY.Chr10.1153
KH.C10.28	KY.Chr10.726
KH.C10.290	KY.Chr10.677
KH.C10.291	KY.Chr10.683
KH.C10.292	KY.Chr10.707
KH.C10.294	KY.Chr10.784
KH.C10.295	KY.Chr10.836
KH.C10.296	KY.Chr10.788
KH.C10.297	KY.Chr10.958
KH.C10.298	KY.Chr10.323
KH.C10.299	KY.Chr10.1020
KH.C10.29	KY.Chr10.1103
KH.C10.2	KY.Chr10.750
KH.C10.300	KY.Chr10.100
KH.C10.301	KY.Chr10.287
KH.C10.302	KY.Chr10.973
KH.C10.303	KY.Chr10.1035
KH.C10.304	KY.Chr10.703
KH.C10.305	KY.Chr10.178
KH.C10.306	KY.Chr10.684
KH.C10.307	KY.Chr10.919
KH.C10.308	KY.Chr10.889
KH.C10.309	KY.Chr10.324
KH.C10.30	KY.Chr10.582
KH.C10.310	KY.Chr10.982
KH.C10.311	KY.Chr10.751
KH.C10.312	KY.Chr10.243
KH.C10.313	KY.Chr10.242
KH.C10.314	KY.Chr10.986
KH.C10.315	KY.Chr10.597
KH.C10.316	KY.Chr10.1049
KH.C10.317	KY.Chr10.220
KH.C10.318	KY.Chr10.781
KH.C10.319	KY.Chr10.318
KH.C10.31	KY.Chr10.1145
KH.C10.320	KY.Chr10.841
KH.C10.321	KY.Chr10.1063
KH.C10.322	KY.Chr10.879
KH.C10.324	KY.Chr10.997
KH.C10.325	KY.Chr10.1141
KH.C10.326	KY.Chr10.990
KH.C10.328	KY.Chr10.1036
KH.C10.329	KY.Chr10.1112
KH.C10.32	KY.Chr10.1061
KH.C10.330	KY.Chr10.792
KH.C10.331	KY.Chr10.794
KH.C10.332	KY.Chr10.876
KH.C10.334	KY.Chr10.929
KH.C10.335	KY.Chr10.1046
KH.C10.336	KY.Chr10.785
KH.C10.337	KY.Chr10.238
KH.C10.338	KY.Chr10.964
KH.C10.339	KY.Chr10.925
KH.C10.33	KY.Chr10.971
KH.C10.340	KY.Chr10.865
KH.C10.341	KY.Chr10.923
KH.C10.342	KY.Chr10.1070
KH.C10.343	KY.Chr10.697
KH.C10.344	KY.Chr10.857
KH.C10.345	KY.Chr10.322
KH.C10.346	KY.Chr10.811
KH.C10.347	KY.Chr10.189
KH.C10.348	KY.Chr10.103
KH.C10.349	KY.Chr10.812
KH.C10.34	KY.Chr10.1152
KH.C10.350	KY.Chr10.846
KH.C10.351	KY.Chr10.82
KH.C10.352	KY.Chr10.1076
KH.C10.353	KY.Chr10.583
KH.C10.354	KY.Chr10.1056
KH.C10.355	KY.Chr10.78
KH.C10.356	KY.Chr10.309
KH.C10.357	KY.Chr10.671
KH.C10.358	KY.Chr10.839
KH.C10.359	KY.Chr10.952
KH.C10.35	KY.Chr10.1186
KH.C10.360	KY.Chr10.607
KH.C10.361	KY.Chr10.612
KH.C10.362	KY.Chr10.165
KH.C10.363	KY.Chr10.1111
KH.C10.364	KY.Chr10.1034
KH.C10.365	KY.Chr10.605
KH.C10.366	KY.Chr10.1122
KH.C10.367	KY.Chr10.279
KH.C10.368	KY.Chr10.763
KH.C10.369	KY.Chr10.256
KH.C10.36	KY.Chr10.83
KH.C10.370	KY.Chr10.1026
KH.C10.371	KY.Chr10.975
KH.C10.372	KY.Chr10.278
KH.C10.373	KY.Chr10.918
KH.C10.374	KY.Chr10.1002
KH.C10.376	KY.Chr10.291
KH.C10.377	KY.Chr10.588
KH.C10.378	KY.Chr10.872
KH.C10.379	KY.Chr10.176
KH.C10.37	KY.Chr10.182
KH.C10.380	KY.Chr10.1094
KH.C10.381	KY.Chr10.1032
KH.C10.382	KY.Chr10.769
KH.C10.383	KY.Chr10.1036
KH.C10.384	KY.Chr10.87
KH.C10.385	KY.Chr10.891
KH.C10.386	KY.Chr10.1062
KH.C10.387	KY.Chr10.319
KH.C10.388	KY.Chr10.1093
KH.C10.389	KY.Chr10.917
KH.C10.38	KY.Chr10.962
KH.C10.390	KY.Chr10.813
KH.C10.391	KY.Chr10.675
KH.C10.392	KY.Chr10.217
KH.C10.393	KY.Chr10.729
KH.C10.394	KY.Chr10.229
KH.C10.395	KY.Chr10.981
KH.C10.396	KY.Chr10.270
KH.C10.397	KY.Chr10.594
KH.C10.398	KY.Chr10.869
KH.C10.399	KY.Chr10.1031
KH.C10.39	KY.Chr10.834
KH.C10.3	KY.Chr10.258
KH.C10.400	KY.Chr10.996
KH.C10.401	KY.Chr10.263
KH.C10.402	KY.Chr10.265
KH.C10.403	KY.Chr10.777
KH.C10.404	KY.Chr10.690
KH.C10.405	KY.Chr10.86
KH.C10.406	KY.Chr10.1108
KH.C10.407	KY.Chr10.984
KH.C10.408	KY.Chr10.1007
KH.C10.409	KY.Chr10.776
KH.C10.40	KY.Chr10.1143
KH.C10.410	KY.Chr10.755
KH.C10.411	KY.Chr10.601
KH.C10.412	KY.Chr10.184
KH.C10.413	KY.Chr10.935
KH.C10.414	KY.Chr10.1018
KH.C10.415	KY.Chr10.84
KH.C10.416	KY.Chr10.787
KH.C10.417	KY.Chr10.1053
KH.C10.418	KY.Chr10.862
KH.C10.419	KY.Chr10.874
KH.C10.41	KY.Chr10.941
KH.C10.420	KY.Chr10.1095
KH.C10.421	KY.Chr10.102
KH.C10.422	KY.Chr10.298
KH.C10.423	KY.Chr10.579
KH.C10.424	KY.Chr10.971
KH.C10.425	KY.Chr10.1114
KH.C10.426	KY.Chr10.705
KH.C10.427	KY.Chr10.817
KH.C10.428	KY.Chr10.1065
KH.C10.429	KY.Chr10.726
KH.C10.42	KY.Chr10.914
KH.C10.430	KY.Chr10.921
KH.C10.431	KY.Chr10.785
KH.C10.432	KY.Chr10.712
KH.C10.433	KY.Chr10.828
KH.C10.434	KY.Chr10.576
KH.C10.436	KY.Chr10.1005
KH.C10.438	KY.Chr10.1082
KH.C10.439	KY.Chr10.904
KH.C10.43	KY.Chr10.1111
KH.C10.440	KY.Chr10.599
KH.C10.441	KY.Chr10.159
KH.C10.442	KY.Chr10.230
KH.C10.443	KY.Chr10.580
KH.C10.444	KY.Chr10.696
KH.C10.445	KY.Chr10.585
KH.C10.446	KY.Chr10.1146
KH.C10.447	KY.Chr10.1038
KH.C10.448	KY.Chr10.1107
KH.C10.449	KY.Chr10.180
KH.C10.44	KY.Chr10.694
KH.C10.450	KY.Chr10.1039
KH.C10.451	KY.Chr10.168
KH.C10.452	KY.Chr10.1108
KH.C10.453	KY.Chr10.1142
KH.C10.454	KY.Chr10.773
KH.C10.455	KY.Chr10.1140
KH.C10.456	KY.Chr10.745
KH.C10.457	KY.Chr10.597
KH.C10.458	KY.Chr10.218
KH.C10.459	KY.Chr10.774
KH.C10.45	KY.Chr10.595
KH.C10.460	KY.Chr10.775
KH.C10.461	KY.Chr10.250
KH.C10.462	KY.Chr10.822
KH.C10.463	KY.Chr10.829
KH.C10.464	KY.Chr10.926
KH.C10.465	KY.Chr10.937
KH.C10.466	KY.Chr10.213
KH.C10.467	KY.Chr10.1022
KH.C10.468	KY.Chr10.807
KH.C10.469	KY.Chr10.1105
KH.C10.46	KY.Chr10.616
KH.C10.470	KY.Chr10.882
KH.C10.471	KY.Chr10.1017
KH.C10.472	KY.Chr10.725
KH.C10.474	KY.Chr10.1187
KH.C10.475	KY.Chr10.1021
KH.C10.476	KY.Chr10.820
KH.C10.477	KY.Chr10.979
KH.C10.478	KY.Chr10.209
KH.C10.479	KY.Chr10.816
KH.C10.47	KY.Chr10.620
KH.C10.480	KY.Chr10.682
KH.C10.481	KY.Chr10.922
KH.C10.482	KY.Chr10.94
KH.C10.483	KY.Chr10.979
KH.C10.485	KY.Chr10.780
KH.C10.486	KY.Chr10.1158
KH.C10.487	KY.Chr10.685
KH.C10.488	KY.Chr10.1148
KH.C10.48	KY.Chr10.1109
KH.C10.490	KY.Chr10.706
KH.C10.491	KY.Chr10.913
KH.C10.493	KY.Chr10.1124
KH.C10.494	KY.Chr10.1110
KH.C10.495	KY.Chr10.1151
KH.C10.496	KY.Chr10.1126
KH.C10.497	KY.Chr9.737
KH.C10.498	KY.Chr10.1012
KH.C10.499	KY.Chr10.665
KH.C10.49	KY.Chr10.699
KH.C10.4	KY.Chr10.1132
KH.C10.500	KY.Chr10.235
KH.C10.501	KY.Chr10.676
KH.C10.502	KY.Chr10.1091
KH.C10.503	KY.Chr10.934
KH.C10.504	KY.Chr10.938
KH.C10.505	KY.Chr10.212
KH.C10.506	KY.Chr10.760
KH.C10.507	KY.Chr10.875
KH.C10.508	KY.Chr10.259
KH.C10.50	KY.Chr10.1188
KH.C10.510	KY.Chr10.1045
KH.C10.511	KY.Chr10.613
KH.C10.512	KY.Chr10.604
KH.C10.513	KY.Chr10.907
KH.C10.514	KY.Chr10.686
KH.C10.515	KY.Chr10.826
KH.C10.516	KY.Chr10.946
KH.C10.517	KY.Chr10.835
KH.C10.518	KY.Chr10.318
KH.C10.519	KY.Chr10.311
KH.C10.51	KY.Chr10.999
KH.C10.520	KY.Chr10.731
KH.C10.521	KY.Chr10.920
KH.C10.522	KY.Chr10.1165
KH.C10.523	KY.Chr10.1043
KH.C10.524	KY.Chr10.771
KH.C10.525	KY.Chr10.827
KH.C10.526	KY.Chr10.951
KH.C10.527	KY.Chr10.956
KH.C10.528	KY.Chr10.160
KH.C10.529	KY.Chr10.1080
KH.C10.52	KY.Chr10.866
KH.C10.530	KY.Chr10.681
KH.C10.531	KY.Chr10.928
KH.C10.532	KY.Chr10.158
KH.C10.533	KY.Chr10.668
KH.C10.534	KY.Chr10.1026
KH.C10.535	KY.Chr10.746
KH.C10.536	KY.Chr10.708
KH.C10.537	KY.Chr10.849
KH.C10.538	KY.Chr10.1042
KH.C10.539	KY.Chr10.819
KH.C10.53	KY.Chr10.246
KH.C10.540	KY.Chr10.260
KH.C10.541	KY.Chr10.768
KH.C10.542	KY.Chr10.932
KH.C10.543	KY.Chr10.182
KH.C10.544	KY.Chr10.898
KH.C10.545	KY.Chr10.1104
KH.C10.546	KY.Chr10.782
KH.C10.547	KY.Chr10.1138
KH.C10.548	KY.Chr10.243
KH.C10.549	KY.Chr10.692
KH.C10.54	KY.Chr10.237
KH.C10.550	KY.Chr10.179
KH.C10.551	KY.Chr10.831
KH.C10.552	KY.Chr10.850
KH.C10.553	KY.Chr10.1123
KH.C10.554	KY.Chr10.1133
KH.C10.555	KY.Chr10.1004
KH.C10.556	KY.Chr10.373
KH.C10.557	KY.Chr10.85
KH.C10.558	KY.Chr10.188
KH.C10.559	KY.Chr10.1057
KH.C10.55	KY.Chr10.765
KH.C10.560	KY.Chr10.747
KH.C10.561	KY.Chr10.735
KH.C10.562	KY.Chr10.869
KH.C10.563	KY.Chr10.734
KH.C10.564	KY.Chr10.1041
KH.C10.565	KY.Chr10.233
KH.C10.566	KY.Chr10.574
KH.C10.567	KY.Chr10.950
KH.C10.568	KY.Chr10.728
KH.C10.569	KY.Chr10.723
KH.C10.56	KY.Chr10.667
KH.C10.570	KY.Chr10.92
KH.C10.571	KY.Chr10.885
KH.C10.572	KY.Chr10.611
KH.C10.574	KY.Chr10.708
KH.C10.575	KY.Chr10.166
KH.C10.576	KY.Chr10.841
KH.C10.577	KY.Chr10.1060
KH.C10.578	KY.Chr10.325
KH.C10.579	KY.Chr10.1011
KH.C10.57	KY.Chr10.157
KH.C10.580	KY.Chr10.951
KH.C10.581	KY.Chr10.318
KH.C10.582	KY.Chr10.863
KH.C10.583	KY.Chr10.809
KH.C10.584	KY.Chr10.998
KH.C10.585	KY.Chr10.1156
KH.C10.586	KY.Chr10.1009
KH.C10.587	KY.Chr5.724
KH.C10.588	KY.Chr10.955
KH.C10.589	KY.Chr10.910
KH.C10.58	KY.Chr10.821
KH.C10.590	KY.Chr10.299
KH.C10.591	KY.Chr10.210
KH.C10.592	KY.Chr10.1013
KH.C10.593	KY.Chr10.95
KH.C10.594	KY.Chr10.948
KH.C10.595	KY.Chr10.749
KH.C10.596	KY.Chr10.599
KH.C10.597	KY.Chr10.274
KH.C10.598	KY.Chr10.670
KH.C10.599	KY.Chr10.286
KH.C10.59	KY.Chr10.793
KH.C10.5	KY.Chr10.881
KH.C10.600	KY.Chr10.283
KH.C10.601	KY.Chr10.749
KH.C10.602	KY.Chr10.214
KH.C10.603	KY.Chr10.80
KH.C10.604	KY.Chr10.619
KH.C10.605	KY.Chr10.307
KH.C10.606	KY.Chr10.1131
KH.C10.607	KY.Chr10.845
KH.C10.608	KY.Chr10.233
KH.C10.609	KY.Chr10.894
